Eigenvalue(e   Real(S_x)   Imag(S_x)    Abs(S_x)   Real(S_y)   Imag(S_y)    Abs(S_y)   Real(S_z)   Imag(S_z)    Abs(S_z)
   15.640702    0.000079    0.000002    0.000079   -1.496031   -0.092830    1.498908    0.062160   -0.047224    0.078064
   15.640710   -0.000041    0.000034    0.000053   -0.078022   -0.004619    0.078158   -1.188585    0.908350    1.495940
   15.643737    0.985505    0.487222    1.099366    0.000126    0.000064    0.000142    0.000019    0.000009    0.000021
   15.643751    0.000054   -0.000130    0.000140   -0.428335    1.012522    1.099396   -0.003885   -0.012760    0.013339
   15.643756    0.000002   -0.000019    0.000019   -0.008820    0.010209    0.013491   -0.018169    1.103847    1.103996
   15.651457   -0.000001    0.000001    0.000001   -0.000001    0.000000    0.000001    0.000000   -0.000000    0.000000
   15.651471   -0.000000    0.000001    0.000001    0.000001    0.000000    0.000001    0.000000    0.000000    0.000000
   15.663939    0.190927    0.490113    0.525989    0.000085    0.000211    0.000228   -0.000060   -0.000154    0.000165
   15.663941    0.000065   -0.000218    0.000228   -0.145029    0.504837    0.525256    0.000522    0.000860    0.001006
   15.663952   -0.000054   -0.000156    0.000165   -0.000471    0.000869    0.000988   -0.170970   -0.497231    0.525804
   15.665655    0.000007    0.000000    0.000007   -0.000001    0.000000    0.000001    0.001374    0.000010    0.001374
   15.665664   -0.000000   -0.000000    0.000000   -0.001028   -0.002676    0.002866   -0.000000   -0.000001    0.000001
   15.665667    0.001179    0.001127    0.001631   -0.000001   -0.000000    0.000001    0.000002    0.000002    0.000003
   15.668249    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   15.668280   -0.000000    0.000000    0.000000    0.000003   -0.000010    0.000011    0.000001    0.000005    0.000006
   15.668291   -0.000000   -0.000000    0.000000   -0.000005    0.000003    0.000006   -0.000004    0.000010    0.000011
   15.674004    0.000000   -0.000000    0.000000    0.000003    0.000000    0.000003   -0.001183    0.000861    0.001463
   15.674007    0.000000    0.000000    0.000000    0.001746    0.000357    0.001782    0.000022   -0.000013    0.000026
   15.674024    0.000383    0.000779    0.000868   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.674123   -0.000002   -0.000001    0.000002    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.674136   -0.000001   -0.000001    0.000002   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   15.676008   -0.000002   -0.000003    0.000004    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.676947   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   15.676957    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.684315   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.685834    0.000001    0.000005    0.000005   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.685866   -0.000000    0.000000    0.000000    0.000015    0.000029    0.000033   -0.000022   -0.000015    0.000027
   15.685867   -0.000000   -0.000000    0.000000   -0.000009   -0.000025    0.000027   -0.000024   -0.000022    0.000033
   15.698131   -0.000010    0.000008    0.000013    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.698248    0.000000    0.000000    0.000000    0.000030    0.000002    0.000030   -0.000013    0.000007    0.000015
   15.698271   -0.000000    0.000000    0.000000   -0.000015   -0.000001    0.000015   -0.000027    0.000014    0.000031
   15.700444   -0.000003   -0.000006    0.000006   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.700449    0.000000    0.000000    0.000001    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.703044   -0.000000    0.000000    0.000000   -0.000006   -0.000005    0.000008   -0.000017   -0.000001    0.000017
   15.703046   -0.000000   -0.000000    0.000000   -0.000016   -0.000007    0.000017    0.000008   -0.000001    0.000008
   15.703048   -0.000005    0.000001    0.000005    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.704641    0.000000    0.000000    0.000000   -0.000175   -0.000106    0.000204    0.000010   -0.000002    0.000010
   15.704647    0.000175    0.000214    0.000276    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.704652    0.000000   -0.000000    0.000000    0.000009    0.000003    0.000009   -0.000345    0.000173    0.000386
   15.705504    0.000002   -0.000001    0.000003    0.000001   -0.000000    0.000001   -0.000000    0.000000    0.000000
   15.705513    0.000002    0.000000    0.000002    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.706356   -0.364106   -0.141393    0.390596    0.000002    0.000000    0.000002   -0.000113   -0.000044    0.000122
   15.706368    0.000001    0.000001    0.000002    0.357843    0.162800    0.393135    0.001327   -0.000540    0.001432
   15.706372    0.000100   -0.000069    0.000121    0.001385    0.000297    0.001417   -0.324047    0.223050    0.393393
   15.712507    0.173158    0.043712    0.178590    0.000006    0.000002    0.000007    0.000083    0.000022    0.000086
   15.712509    0.000051    0.000070    0.000086    0.000059    0.000149    0.000160   -0.102967   -0.143587    0.176690
   15.712513    0.000001   -0.000007    0.000007   -0.057159    0.167526    0.177009   -0.000012    0.000163    0.000163
   15.722654    0.000005    0.000374    0.000374   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.722660    0.000000    0.000000    0.000000    0.000181    0.000489    0.000522   -0.000001   -0.000000    0.000001
   15.722671    0.000000    0.000000    0.000000   -0.000000   -0.000001    0.000001    0.000150    0.000078    0.000170
   15.725139    0.000000   -0.000000    0.000000    0.000006    0.000015    0.000016    0.000022    0.000016    0.000027
   15.725149   -0.000005    0.000006    0.000007    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.725149   -0.000000   -0.000000    0.000000   -0.000016   -0.000021    0.000027    0.000015    0.000005    0.000016
   15.727560   -0.000002    0.000001    0.000003   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.735507   -0.000000   -0.000008    0.000008   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.735510   -0.000000   -0.000000    0.000000   -0.000021   -0.000004    0.000021    0.000008   -0.000003    0.000009
   15.735523    0.000000    0.000000    0.000000    0.000001    0.000008    0.000009    0.000014    0.000016    0.000021
   15.737096    0.000003    0.000001    0.000003   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.737133   -0.000008   -0.000005    0.000010   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.746852   -0.000000   -0.000000    0.000000    0.000002   -0.000007    0.000007   -0.000084   -0.000153    0.000175
   15.746868    0.000000   -0.000000    0.000000   -0.000160    0.000010    0.000160   -0.000005    0.000005    0.000007
   15.746874    0.000075    0.000111    0.000133    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.748868    0.000000    0.000000    0.000000   -0.000009    0.000002    0.000010   -0.000003    0.000003    0.000004
   15.748873    0.000000    0.000006    0.000006    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.748873    0.000000   -0.000000    0.000000    0.000002   -0.000003    0.000004    0.000000    0.000010    0.000010
   15.750870   -0.000054   -0.000025    0.000060    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.752415   -0.000101    0.000120    0.000157    0.007492   -0.001847    0.007716   -0.322691    0.381291    0.499512
   15.752418    0.000054   -0.000010    0.000055    0.495794   -0.062088    0.499667    0.005624   -0.005251    0.007695
   15.752423    0.014181    0.497319    0.497521    0.000000   -0.000054    0.000054   -0.000005   -0.000158    0.000158
   15.759621   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.761349   -0.000007    0.000004    0.000008   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.761357   -0.000000   -0.000000    0.000000    0.000002    0.000012    0.000012   -0.000004   -0.000005    0.000006
   15.761364    0.000000   -0.000000    0.000000    0.000001   -0.000006    0.000006   -0.000005   -0.000011    0.000012
   15.762337   -0.000001    0.000000    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.762369    0.000003   -0.000005    0.000006   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.766366   -0.000000   -0.000000    0.000001   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.766803    0.000000    0.000000    0.000000    0.000007    0.000018    0.000020   -0.002323   -0.001772    0.002921
   15.766809    0.000000    0.000000    0.000000    0.001378    0.003090    0.003384    0.000002    0.000004    0.000004
   15.766828    0.000289    0.000311    0.000425   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.767511    0.000005   -0.000001    0.000006    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.767528    0.000000    0.000000    0.000000   -0.000014    0.000008    0.000016    0.000003   -0.000005    0.000006
   15.767535    0.000000    0.000000    0.000000    0.000005   -0.000003    0.000006    0.000008   -0.000014    0.000016
   15.767923    0.000003    0.000001    0.000003   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.767928    0.000000   -0.000000    0.000000   -0.000009    0.000003    0.000010   -0.000001    0.000001    0.000001
   15.767931    0.000000   -0.000000    0.000000    0.000001    0.000000    0.000001   -0.000010   -0.000000    0.000010
   15.770207    0.000001    0.000001    0.000002    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.770211   -0.000001   -0.000002    0.000002    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   15.773774   -0.000000   -0.000000    0.000000   -0.000034   -0.000035    0.000049    0.000036    0.000010    0.000037
   15.773774   -0.000002   -0.000008    0.000008    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.773780    0.000000   -0.000000    0.000000    0.000021    0.000030    0.000037    0.000044    0.000020    0.000049
   15.780167   -0.000001   -0.000001    0.000002    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.781550    0.000000    0.000000    0.000000    0.013687    0.009171    0.016475   -0.000001   -0.000000    0.000001
   15.781559    0.000001    0.000000    0.000001    0.000144    0.000136    0.000198    0.013260    0.000362    0.013265
   15.781623   -0.002238   -0.003945    0.004535   -0.000000   -0.000000    0.000000    0.000001    0.000002    0.000003
   15.783915   -0.000212    0.000363    0.000420   -0.090274    0.030540    0.095300    0.253614   -0.438613    0.506657
   15.783917    0.000041   -0.000096    0.000105   -0.479284    0.164073    0.506589   -0.047385    0.082636    0.095258
   15.783921    0.344033    0.386619    0.517526   -0.000012    0.000025    0.000027    0.000285    0.000321    0.000430
   15.785711   -0.000077   -0.000175    0.000191    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.785753    0.000000    0.000000    0.000000   -0.000004   -0.000028    0.000029   -0.000040   -0.000044    0.000060
   15.785755   -0.000000   -0.000000    0.000000   -0.000018   -0.000057    0.000060    0.000023    0.000017    0.000029
   15.785758   -0.000002    0.000005    0.000005   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.786370    0.000040    0.000019    0.000044    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.787497    0.000026   -0.000111    0.000113    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.787507   -0.000000   -0.000000    0.000000   -0.000006   -0.000005    0.000008    0.000002    0.000000    0.000002
   15.787533   -0.000000   -0.000000    0.000000    0.000002   -0.000001    0.000002    0.000003   -0.000007    0.000008
   15.794784   -0.000055   -0.000074    0.000093   -0.001374    0.011819    0.011898    0.471112    0.639471    0.794274
   15.794786   -0.000000    0.000051    0.000051   -0.048458    0.792929    0.794408   -0.007558   -0.009164    0.011879
   15.794790   -0.605464   -0.515422    0.795139    0.000037    0.000034    0.000050   -0.000071   -0.000060    0.000093
   15.798028   -0.000000   -0.000000    0.000000    0.000005   -0.000002    0.000005    0.000003   -0.000005    0.000006
   15.798031    0.000022   -0.000011    0.000025    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   15.798040    0.000000   -0.000000    0.000000    0.000005   -0.000003    0.000006   -0.000003    0.000005    0.000005
   15.800890   -0.000000   -0.000000    0.000000    0.001357   -0.002032    0.002443    0.000037    0.000258    0.000261
   15.800894    0.000000    0.000003    0.000003    0.000199   -0.000297    0.000357   -0.000319   -0.002149    0.002172
   15.800903    0.000013    0.000018    0.000022    0.000000    0.000000    0.000000   -0.000001   -0.000002    0.000002
   15.802253    0.000053   -0.000053    0.000075   -0.000000    0.000001    0.000001   -0.000000    0.000000    0.000000
   15.802257   -0.000089   -0.000069    0.000112    0.000001    0.000001    0.000001   -0.000000   -0.000000    0.000000
   15.804995    0.000266   -0.000150    0.000305    0.001367    0.003377    0.003643    0.462796   -0.263150    0.532380
   15.804997    0.005349    0.008624    0.010148    0.299406    0.440008    0.532213   -0.002712    0.002426    0.003639
   15.804997   -0.290103   -0.447464    0.533277    0.005862    0.008259    0.010127    0.000116    0.000302    0.000324
   15.807841    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   15.812165    0.000060    0.000028    0.000066    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.812192   -0.000000    0.000000    0.000000   -0.000169    0.000022    0.000170    0.000082   -0.000064    0.000103
   15.812206    0.000000   -0.000000    0.000000    0.000104   -0.000000    0.000104    0.000147   -0.000087    0.000171
   15.813272   -0.000044    0.000004    0.000045    0.000008   -0.000001    0.000008    0.000000   -0.000000    0.000000
   15.813281   -0.000016   -0.000007    0.000017   -0.000002    0.000006    0.000007    0.000000   -0.000000    0.000000
   15.814215    0.000000   -0.000000    0.000000   -0.003202    0.002705    0.004191    0.000246   -0.000739    0.000779
   15.814215    0.000001   -0.000002    0.000002   -0.000286    0.000225    0.000364   -0.003293    0.010766    0.011259
   15.814243   -0.000262    0.003434    0.003444   -0.000000    0.000000    0.000000    0.000000   -0.000001    0.000001
   15.814859   -0.127644   -0.601933    0.615318    0.000005    0.000009    0.000010    0.000018    0.000084    0.000086
   15.814870    0.000048    0.000160    0.000167   -0.000009    0.000001    0.000009    0.000001    0.000004    0.000004
   15.814871   -0.000018    0.000008    0.000019    0.437596    0.396819    0.590725   -0.159153   -0.001570    0.159161
   15.814873    0.000085    0.000002    0.000085    0.118719    0.106039    0.159181    0.590681    0.001377    0.590682
   15.814877    0.000014   -0.000007    0.000016    0.000001    0.000001    0.000001    0.000007   -0.000005    0.000009
   15.819042   -0.000000    0.000000    0.000000   -0.000010   -0.000008    0.000012   -0.000030   -0.000002    0.000030
   15.819043   -0.000010    0.000004    0.000010    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.819044    0.000000   -0.000000    0.000000   -0.000027   -0.000014    0.000030    0.000012   -0.000001    0.000012
   15.823588   -0.000000    0.000001    0.000001    0.000001    0.000000    0.000001   -0.000000   -0.000000    0.000000
   15.826961   -0.000001   -0.000001    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.827304    0.000013   -0.000004    0.000013    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.831732    0.000103    0.000561    0.000570    0.000909   -0.001208    0.001512   -0.157558   -0.859037    0.873367
   15.831746   -0.000036    0.000087    0.000094    0.326524   -0.810448    0.873753    0.000646    0.001357    0.001503
   15.831750   -0.387985   -0.785392    0.875999   -0.000042   -0.000085    0.000095   -0.000251   -0.000510    0.000568
   15.832777    0.000264   -0.000067    0.000273    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   15.832794   -0.000000   -0.000000    0.000000    0.000010    0.000058    0.000059   -0.000003   -0.000004    0.000005
   15.832799    0.000000    0.000000    0.000000   -0.000000   -0.000005    0.000005   -0.000033   -0.000047    0.000058
   15.835779   -0.000002   -0.000006    0.000007    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.835781    0.000002    0.000002    0.000003    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.836692    0.000303    0.000511    0.000594    0.000000    0.000000    0.000000    0.000000    0.000001    0.000001
   15.836696   -0.000000    0.000000    0.000000    0.000823    0.000005    0.000823   -0.000000    0.000001    0.000001
   15.836699    0.000001    0.000001    0.000001    0.000004    0.000003    0.000005   -0.000108   -0.000058    0.000123
   15.838087   -0.000000    0.000003    0.000003    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.838106    0.000000   -0.000000    0.000000   -0.000003    0.000003    0.000004    0.000000   -0.000002    0.000002
   15.838118   -0.000000   -0.000000    0.000000    0.000001   -0.000001    0.000002    0.000000   -0.000004    0.000004
   15.838394   -0.000000   -0.000003    0.000003    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.838778    0.000000    0.000000    0.000000   -0.000001    0.000000    0.000001   -0.000001    0.000001    0.000001
   15.838780   -0.000000    0.000000    0.000000   -0.000001    0.000001    0.000002    0.000000   -0.000001    0.000001
   15.838781    0.000004    0.000002    0.000004    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.843402    0.000000    0.000008    0.000008   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.843411    0.000000   -0.000000    0.000000   -0.000003   -0.000003    0.000004    0.000003    0.000001    0.000004
   15.843413    0.000000   -0.000000    0.000000    0.000002    0.000003    0.000004    0.000004    0.000001    0.000004
   15.846480    0.000000    0.000001    0.000001   -0.402661   -0.057528    0.406749    0.002022   -0.001924    0.002791
   15.846483    0.000088   -0.000084    0.000122   -0.002774   -0.000381    0.002800   -0.293054    0.281699    0.406491
   15.846489    0.266655    0.306820    0.406502    0.000001    0.000000    0.000001    0.000081    0.000092    0.000123
   15.847713   -0.000000    0.000003    0.000003   -0.000001   -0.000001    0.000001   -0.000000   -0.000000    0.000000
   15.847715   -0.000004    0.000008    0.000008    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.851297    0.000001    0.000002    0.000002   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.851302    0.000000    0.000000    0.000001    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   15.856679   -0.000000   -0.000000    0.000000    0.000000   -0.000002    0.000002    0.000000    0.000000    0.000000
   15.856685   -0.000000   -0.000000    0.000000    0.000000    0.000001    0.000001    0.000001    0.000002    0.000002
   15.856693   -0.000032    0.000002    0.000032   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.857067    0.000000   -0.000000    0.000001    0.000104   -0.000009    0.000104   -0.000611    0.000534    0.000811
   15.857069   -0.000000    0.000000    0.000000    0.001087    0.000016    0.001087    0.000065   -0.000046    0.000080
   15.857076   -0.000060    0.000453    0.000457   -0.000000    0.000000    0.000000    0.000000   -0.000001    0.000001
   15.859731    0.000005   -0.000004    0.000006    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.859737   -0.000000    0.000000    0.000000    0.000002    0.000001    0.000002   -0.000001    0.000000    0.000001
   15.859742   -0.000000   -0.000000    0.000000   -0.000001   -0.000000    0.000001   -0.000002    0.000000    0.000002
   15.860279    0.000023    0.000007    0.000024    0.000002    0.000001    0.000002    0.000000    0.000000    0.000000
   15.860290   -0.000079    0.000013    0.000080   -0.000002    0.000000    0.000002   -0.000000    0.000000    0.000000
   15.862190    0.000000    0.000000    0.000000   -0.000021   -0.000016    0.000026   -0.000076   -0.000001    0.000076
   15.862193    0.000540    0.000051    0.000542    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.862194    0.000000   -0.000000    0.000000   -0.000072   -0.000028    0.000077    0.000026   -0.000007    0.000027
   15.862551   -0.076902   -0.046335    0.089782   -0.000005   -0.000008    0.000009    0.000009    0.000005    0.000011
   15.862552   -0.000000   -0.000011    0.000011   -0.041720    0.075827    0.086546   -0.002765   -0.015354    0.015601
   15.862554    0.000002    0.000009    0.000009   -0.007472    0.013658    0.015569    0.015584    0.085399    0.086809
   15.869123    0.000000    0.000000    0.000000    0.002235    0.001513    0.002699   -0.000122    0.000022    0.000125
   15.869132   -0.000000    0.000000    0.000000   -0.000098   -0.000067    0.000119   -0.002677    0.000500    0.002723
   15.869151    0.000094    0.000149    0.000176   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000001
   15.869590    0.000023    0.000019    0.000030   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.876604    0.000000    0.000006    0.000006    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.876616    0.000000   -0.000000    0.000000    0.000006    0.000004    0.000007    0.000028   -0.000004    0.000029
   15.876627    0.000000    0.000000    0.000000    0.000028    0.000008    0.000029   -0.000007    0.000003    0.000007
   15.883074    0.000020    0.000006    0.000021    0.016659    0.030898    0.035103   -0.254213   -0.087280    0.268779
   15.883080    0.000076    0.000097    0.000123   -0.126237   -0.237044    0.268562   -0.033199   -0.011588    0.035164
   15.883081    0.202848    0.182927    0.273148    0.000075    0.000093    0.000119    0.000030    0.000017    0.000035
   15.888729   -0.000001   -0.000002    0.000002   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.888737    0.000010    0.000013    0.000016    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   15.896804   -0.000072    0.000029    0.000078    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.905427   -0.000025   -0.000000    0.000025    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   15.905433   -0.000000   -0.000000    0.000000    0.000005   -0.000038    0.000039   -0.000171   -0.000229    0.000285
   15.905440    0.000000   -0.000000    0.000000   -0.000055   -0.000280    0.000286    0.000032    0.000022    0.000039
   15.907229    1.439735   -0.373696    1.487443   -0.000013    0.000003    0.000013    0.000116   -0.000031    0.000120
   15.907254   -0.000120    0.000004    0.000120    0.015564    0.012745    0.020116    1.480702   -0.056629    1.481785
   15.907258   -0.000011   -0.000009    0.000015   -1.067420   -1.027478    1.481586    0.020046    0.000842    0.020064
   15.913782    0.000000   -0.000000    0.000000    0.000001    0.000000    0.000001    0.000006   -0.000001    0.000006
   15.913785    0.000000   -0.000000    0.000000   -0.000003   -0.000005    0.000006    0.000001    0.000000    0.000001
   15.913786   -0.000015   -0.000008    0.000017   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.921315   -0.000006   -0.000003    0.000007   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.921328   -0.000004   -0.000002    0.000004   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.922964    0.000000    0.000000    0.000000    0.000004    0.000014    0.000014   -0.001397   -0.001018    0.001728
   15.922968   -0.000000    0.000000    0.000000    0.000492    0.001414    0.001497    0.000057    0.000033    0.000066
   15.923003   -0.000046   -0.000094    0.000105    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.924257    0.000006   -0.000004    0.000007    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.924265    0.000003   -0.000022    0.000022    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.927055   -0.000001   -0.000001    0.000002   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.927063   -0.000001   -0.000004    0.000004    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.930613    0.000000    0.000000    0.000000    0.000047    0.000070    0.000085   -0.000755   -0.000227    0.000788
   15.930622   -0.000000   -0.000000    0.000000    0.000416    0.000651    0.000772    0.000231    0.000067    0.000240
   15.930636    0.000108    0.000221    0.000246    0.000000    0.000000    0.000000   -0.000000   -0.000001    0.000001
   15.931190    0.000013   -0.000003    0.000013    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.934255   -0.000000    0.000000    0.000000    0.000002   -0.000002    0.000003    0.000001   -0.000002    0.000002
   15.934258    0.000004    0.000012    0.000013   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.934258   -0.000000   -0.000000    0.000000   -0.000001   -0.000002    0.000002    0.000002    0.000002    0.000003
   15.941017   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   15.941345    0.000000   -0.000000    0.000000    0.000196   -0.000660    0.000689    0.000004    0.000012    0.000013
   15.941349    0.000177   -0.000234    0.000293    0.000000    0.000000    0.000000    0.000001   -0.000002    0.000002
   15.941350    0.000000    0.000001    0.000001    0.000011   -0.000034    0.000036   -0.000382   -0.000915    0.000991
   15.941906    0.000000    0.000000    0.000000    0.000009    0.000005    0.000010   -0.000002    0.000000    0.000002
   15.941909    0.000002   -0.000003    0.000003   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   15.941910    0.000000    0.000000    0.000000   -0.000002    0.000001    0.000002   -0.000007    0.000008    0.000011
   15.941980    0.000002    0.000015    0.000015   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.945074    0.000000    0.000000    0.000000   -0.000006   -0.000007    0.000009   -0.000021   -0.000005    0.000021
   15.945075   -0.000000    0.000000    0.000000   -0.000017   -0.000013    0.000021    0.000009   -0.000000    0.000009
   15.945076   -0.000006   -0.000013    0.000014   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.946193    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.952175   -0.000005   -0.000009    0.000011   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   15.952182   -0.000003   -0.000005    0.000006   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.953986   -0.000000    0.000000    0.000000   -0.000028    0.000006    0.000029    0.000008   -0.000008    0.000011
   15.953991    0.000021   -0.000094    0.000096   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.954005   -0.000000   -0.000000    0.000000    0.000011   -0.000003    0.000011    0.000020   -0.000021    0.000029
   15.955921   -0.000017   -0.000020    0.000026    0.000001    0.000001    0.000001    0.000000    0.000000    0.000000
   15.955925   -0.000035   -0.000026    0.000043    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.960010   -0.000219   -0.000206    0.000300   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.960017    0.000000   -0.000000    0.000000    0.000041    0.000019    0.000046   -0.000037    0.000003    0.000037
   15.960022   -0.000000   -0.000000    0.000000   -0.000031   -0.000020    0.000037   -0.000045   -0.000003    0.000046
   15.960292    0.000130    0.000166    0.000211    0.000001   -0.000001    0.000001    0.000000   -0.000000    0.000000
   15.962431    0.000011    0.000009    0.000014   -0.000387   -0.004250    0.004267   -0.686415   -0.601844    0.912897
   15.962439    0.589746    0.696937    0.912974   -0.000051   -0.000059    0.000078    0.000009    0.000010    0.000014
   15.962441   -0.000007   -0.000078    0.000078   -0.094423   -0.907058    0.911959    0.003215    0.002750    0.004231
   15.963690    0.000017   -0.000005    0.000018   -0.286924    0.382125    0.477855   -0.006795   -0.071691    0.072012
   15.963692   -0.000008   -0.000155    0.000155   -0.044330    0.057002    0.072210    0.036833    0.474706    0.476133
   15.963696    0.402330   -0.267453    0.483115    0.000029   -0.000014    0.000032    0.000127   -0.000086    0.000154
   15.970397   -0.000000   -0.000000    0.000000    0.000008    0.000008    0.000012   -0.000602   -0.000449    0.000751
   15.970399    0.000000   -0.000000    0.000000    0.001646   -0.000690    0.001784    0.000005   -0.000004    0.000007
   15.970404    0.000289    0.000942    0.000986   -0.000000   -0.000000    0.000000   -0.000000   -0.000001    0.000001
   15.979424    0.000035    0.000044    0.000056   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.979429    0.000000    0.000000    0.000000    0.000002   -0.000002    0.000002   -0.000001    0.000009    0.000009
   15.979438   -0.000000   -0.000000    0.000000   -0.000007    0.000005    0.000009   -0.000001    0.000002    0.000003
   15.980582   -0.000002    0.000004    0.000004    0.000152   -0.000057    0.000162   -0.000374    0.000689    0.000784
