Eigenvalue(e   Real(S_x)   Imag(S_x)    Abs(S_x)   Real(S_y)   Imag(S_y)    Abs(S_y)   Real(S_z)   Imag(S_z)    Abs(S_z)
   36.367195   -0.000000    0.000000    0.000000   -0.000001    0.000004    0.000004   -0.000003   -0.000015    0.000015
   36.367213   -0.000000    0.000000    0.000000   -0.000011    0.000012    0.000016   -0.000001    0.000004    0.000004
   36.370908    0.000000    0.000000    0.000000    0.000001   -0.000001    0.000002   -0.000002    0.000009    0.000009
   36.370939   -0.000000   -0.000000    0.000000   -0.000007   -0.000001    0.000007   -0.000001    0.000001    0.000002
   36.371071   -0.000010   -0.000011    0.000015    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.385595   -0.000000    0.000000    0.000000    0.000026   -0.000009    0.000027    0.000036   -0.000266    0.000269
   36.385630    0.000000   -0.000000    0.000000    0.001105   -0.000502    0.001214   -0.000007    0.000018    0.000020
   36.385749    0.000833   -0.001021    0.001318   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.395379   -0.000000   -0.000000    0.000000    0.000352    0.000308    0.000467   -0.000001   -0.000001    0.000001
   36.395421    0.000000    0.000000    0.000000    0.000001    0.000000    0.000001    0.000337    0.000725    0.000799
   36.395519   -0.000007    0.000455    0.000455    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.395583   -0.000002    0.000004    0.000004   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.395610    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000   -0.000005   -0.000007    0.000008
   36.395663    0.000000   -0.000000    0.000000   -0.000003    0.000008    0.000008   -0.000000    0.000000    0.000000
   36.396050    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.402600    0.100323    0.057848    0.115806   -0.000000   -0.000000    0.000000   -0.000006   -0.000003    0.000007
   36.402692   -0.000006    0.000001    0.000007    0.000185   -0.000200    0.000273   -0.116127    0.014313    0.117005
   36.402736    0.000000   -0.000000    0.000000    0.116101   -0.010669    0.116591    0.000234    0.000152    0.000279
   36.403297    0.000005   -0.000021    0.000022   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.406750   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.406825    0.000000   -0.000001    0.000001    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.410385    0.000002    0.000002    0.000003    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.410988   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.414553   -0.000000    0.000000    0.000000    0.000064   -0.000274    0.000282   -0.001445    0.001158    0.001852
   36.414563    0.000000   -0.000000    0.000000    0.000459   -0.001631    0.001694    0.000221   -0.000172    0.000281
   36.414891   -0.000110   -0.000110    0.000155   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.424221   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.425308   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.427348   -0.000000   -0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.427380    0.000001    0.000000    0.000001   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.443578   -0.000000   -0.000000    0.000000    0.000004    0.000006    0.000007   -0.000433   -0.000203    0.000478
   36.443585   -0.000000    0.000000    0.000000    0.000026   -0.000684    0.000684    0.000030    0.000020    0.000036
   36.443635   -0.000195   -0.000211    0.000287    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.454383   -0.000000    0.000000    0.000000    0.000031    0.000050    0.000059   -0.000058    0.000052    0.000078
   36.454387    0.000000    0.000000    0.000000   -0.000067   -0.000143    0.000159   -0.000063   -0.000008    0.000064
   36.454777    0.000004   -0.000008    0.000009   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.455396   -0.058322    0.110833    0.125242    0.000003   -0.000005    0.000006    0.000003   -0.000006    0.000007
   36.455772    0.000005    0.000003    0.000006   -0.014313    0.006721    0.015812    0.121038    0.056737    0.133677
   36.455789   -0.000006    0.000002    0.000006   -0.120689    0.058327    0.134044   -0.014360   -0.006462    0.015747
   36.461939    0.000000    0.000002    0.000002   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.462539   -0.000002    0.000004    0.000005    0.000001    0.000001    0.000001   -0.000001   -0.000002    0.000002
   36.463688    0.031989   -0.214203    0.216578    0.000000   -0.000000    0.000000   -0.000001    0.000005    0.000005
   36.463992   -0.000000    0.000000    0.000000    0.194829   -0.083465    0.211954    0.000450   -0.001067    0.001158
   36.464047   -0.000004    0.000003    0.000005    0.001115   -0.000018    0.001115   -0.149482    0.150611    0.212200
   36.466663   -0.000000   -0.000000    0.000000    0.000001   -0.000001    0.000002    0.000001   -0.000002    0.000002
   36.466684   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.466709   -0.000000    0.000000    0.000000    0.000002   -0.000001    0.000002   -0.000009    0.000020    0.000022
   36.467641    0.000000    0.000001    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.474144   -0.000001    0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.474553   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.478770   -0.000004   -0.000003    0.000005    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.478920   -0.000000   -0.000000    0.000000    0.000006    0.000026    0.000027    0.000010    0.000009    0.000013
   36.478950    0.000000    0.000000    0.000000   -0.000003   -0.000013    0.000013    0.000018    0.000017    0.000025
   36.484050    0.000002    0.000003    0.000004    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.484156    0.000000    0.000001    0.000001    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.485543   -0.000016   -0.000006    0.000017    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.524487    0.000000   -0.000000    0.000000   -0.000004    0.000004    0.000006    0.000429   -0.000173    0.000463
   36.524504   -0.000000    0.000000    0.000000   -0.000271    0.000322    0.000421   -0.000010   -0.000000    0.000010
   36.524585    0.000014    0.000026    0.000029    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.532821   -0.000001    0.000000    0.000001   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.533106   -0.000000   -0.000000    0.000000    0.000012   -0.000005    0.000012   -0.000050    0.000036    0.000061
   36.533128   -0.000000    0.000000    0.000000    0.000045    0.000024    0.000051    0.000009    0.000004    0.000010
   36.536392    0.000000    0.000000    0.000000    0.000001    0.000019    0.000019   -0.000017   -0.000025    0.000030
   36.536420   -0.000000   -0.000000    0.000000    0.000018    0.000026    0.000032    0.000018    0.000007    0.000019
   36.536436   -0.000000    0.000001    0.000001   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.539830   -0.000011   -0.000028    0.000030    0.011446    0.034466    0.036317    0.102516    0.045691    0.112237
   36.539840   -0.000054   -0.000166    0.000175    0.035563    0.106682    0.112453   -0.032953   -0.014617    0.036049
   36.539851    0.035787   -0.111669    0.117263    0.000053   -0.000168    0.000177    0.000014    0.000021    0.000025
   36.543031    0.000001    0.000000    0.000001   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.543186   -0.000000    0.000000    0.000000    0.000015   -0.000003    0.000016    0.000002    0.000008    0.000009
   36.543194    0.000000    0.000000    0.000000   -0.000023    0.000004    0.000023   -0.000006    0.000013    0.000014
   36.546130    0.011820    0.016884    0.020610   -0.000001   -0.000002    0.000002   -0.000006   -0.000009    0.000011
   36.546147   -0.000010   -0.000004    0.000011    0.000345   -0.000078    0.000353   -0.019300   -0.008333    0.021022
   36.546177    0.000002   -0.000001    0.000002    0.019614   -0.006886    0.020788    0.000325    0.000102    0.000340
   36.552211   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.554916   -0.000001   -0.000001    0.000001    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.555203   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.561206    0.000000   -0.000000    0.000000   -0.000177    0.000229    0.000289    0.000008    0.000038    0.000039
   36.561237    0.000000    0.000000    0.000000   -0.000009   -0.000030    0.000031   -0.000111   -0.000089    0.000142
   36.561318    0.000001    0.000003    0.000003   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.568129   -0.000000    0.000000    0.000000    0.000005    0.000000    0.000005    0.000004   -0.000005    0.000006
   36.568159    0.000000    0.000000    0.000000   -0.000003    0.000007    0.000007   -0.000002   -0.000010    0.000010
   36.568369    0.000003   -0.000001    0.000003    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.572232    0.000002    0.000000    0.000002   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.587242   -0.000001   -0.000002    0.000002   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.587376   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.597598   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.602621   -0.000000   -0.000000    0.000000    0.000029    0.000012    0.000031    0.000017   -0.000007    0.000018
   36.602635    0.000000    0.000000    0.000000   -0.000015    0.000012    0.000019    0.000006   -0.000037    0.000037
   36.602685   -0.000005   -0.000001    0.000005    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.605792   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.605915   -0.000000   -0.000000    0.000000   -0.000007    0.000036    0.000036    0.000009    0.000015    0.000017
   36.605936   -0.000000    0.000000    0.000000   -0.000013   -0.000014    0.000019    0.000044    0.000006    0.000044
   36.607859    0.000000   -0.000000    0.000000    0.000197   -0.000439    0.000482   -0.000092    0.000107    0.000141
   36.607875    0.000000   -0.000000    0.000000   -0.000032   -0.000093    0.000099    0.000568   -0.000241    0.000617
   36.607913    0.000055    0.000043    0.000070    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.614758   -0.000004    0.000004    0.000006    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.615058   -0.000004   -0.000008    0.000009   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.621102    0.000024   -0.000006    0.000025   -0.078259    0.045779    0.090665   -0.061176    0.224228    0.232424
   36.621115    0.000215   -0.000135    0.000254   -0.201476    0.116806    0.232887    0.024065   -0.086940    0.090209
   36.621122    0.028136    0.246169    0.247772    0.000022    0.000247    0.000248   -0.000048   -0.000051    0.000070
   36.624308    0.000001    0.000000    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.624361    0.000000    0.000000    0.000000    0.000034    0.000010    0.000036    0.000011   -0.000003    0.000012
   36.624407   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000001   -0.000000    0.000021    0.000021
   36.626318   -0.000000    0.000000    0.000000   -0.000026   -0.000043    0.000051   -0.000012   -0.000008    0.000014
   36.626344    0.000000   -0.000000    0.000000    0.000003    0.000004    0.000005    0.000015   -0.000011    0.000018
   36.626390    0.000001    0.000000    0.000001   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.639273   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.640872    0.000000    0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.641033    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.642855   -0.000000    0.000000    0.000000   -0.000239    0.000486    0.000542    0.000035    0.000139    0.000143
   36.642928   -0.000000   -0.000000    0.000000    0.000046   -0.000100    0.000110    0.000108    0.000398    0.000413
   36.643121   -0.000053    0.000076    0.000093    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.646309   -0.000002    0.000003    0.000004   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.646331   -0.000000   -0.000000    0.000000    0.000012   -0.000022    0.000025    0.000062    0.000153    0.000165
   36.646344    0.000000    0.000000    0.000000    0.000008   -0.000153    0.000153   -0.000016   -0.000011    0.000019
   36.651823   -0.000002   -0.000001    0.000003    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.655367   -0.000059    0.000631    0.000634   -0.136383    0.006413    0.136534   -0.132833    0.194742    0.235731
   36.655371   -0.003524   -0.271183    0.271206   -0.000719    0.001115    0.001326   -0.000613   -0.000072    0.000617
   36.655374   -0.001188    0.000555    0.001312   -0.235202    0.014768    0.235666    0.075082   -0.113915    0.136432
   36.659864   -0.000000    0.000000    0.000000    0.000065   -0.000090    0.000112   -0.000179   -0.000947    0.000964
   36.659898   -0.000001    0.000001    0.000001    0.000590   -0.001057    0.001210   -0.000015   -0.000028    0.000031
   36.659996   -0.000181   -0.000245    0.000304    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000001
   36.662445    0.000000    0.000002    0.000002    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.662507    0.000000   -0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.673650    0.000004   -0.000001    0.000004   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.673759    0.000000    0.000000    0.000000   -0.000004   -0.000004    0.000006   -0.000000   -0.000002    0.000002
   36.673775   -0.000000   -0.000000    0.000000   -0.000002    0.000002    0.000003    0.000008   -0.000012    0.000014
   36.674803    0.000001    0.000001    0.000001    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.674872    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.687657    0.000000   -0.000000    0.000000   -0.000001    0.000000    0.000001   -0.000000    0.000004    0.000004
   36.687666   -0.000000    0.000000    0.000000   -0.000001   -0.000006    0.000006    0.000009    0.000009    0.000013
   36.687673    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.689344   -0.001889   -0.004291    0.004688    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.689394    0.000000   -0.000000    0.000000   -0.000078   -0.000887    0.000890   -0.003080    0.003860    0.004938
   36.689411   -0.000000   -0.000000    0.000000   -0.000277   -0.005006    0.005014    0.000526   -0.000682    0.000861
   36.694030    0.000000    0.000000    0.000000    0.000038   -0.000018    0.000042    0.000000   -0.000025    0.000025
   36.694043    0.000000   -0.000000    0.000000    0.000067   -0.000044    0.000080   -0.000087    0.000313    0.000325
   36.694163    0.000043    0.000022    0.000049    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.714040   -0.000000   -0.000002    0.000002   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.714263   -0.000000   -0.000001    0.000001    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.720791   -0.000003   -0.000005    0.000006    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.720858   -0.000000   -0.000000    0.000000    0.000014   -0.000008    0.000016   -0.000029    0.000046    0.000054
   36.720900   -0.000000   -0.000000    0.000000    0.000017    0.000013    0.000021    0.000012    0.000001    0.000012
   36.725772   -0.000001   -0.000002    0.000003   -0.000000    0.000000    0.000000    0.000001   -0.000000    0.000001
   36.727675    0.072217    0.114902    0.135712   -0.000003   -0.000004    0.000005   -0.000003   -0.000004    0.000005
   36.727824    0.000000   -0.000005    0.000005    0.038024   -0.128177    0.133698   -0.029747   -0.010999    0.031715
   36.727832    0.000005    0.000001    0.000005    0.008861   -0.030396    0.031662    0.125625    0.045344    0.133558
   36.738528   -0.000000   -0.000000    0.000000    0.000251    0.000209    0.000327    0.000049    0.000037    0.000061
   36.738544    0.000000   -0.000000    0.000000   -0.000022    0.000059    0.000063    0.000089   -0.000055    0.000105
   36.738567   -0.000150   -0.000163    0.000221    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.741785   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.743123    0.000000   -0.000000    0.000000   -0.000001   -0.000000    0.000001    0.000003   -0.000001    0.000003
   36.743159    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000001    0.000000    0.000001
   36.743183   -0.000011    0.000010    0.000014    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.752456   -0.000000   -0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.752541    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.757589   -0.054163   -0.084823    0.100641    0.000003    0.000005    0.000006    0.000005    0.000007    0.000009
   36.757699   -0.000001    0.000007    0.000007   -0.037761    0.092341    0.099763    0.009271    0.008019    0.012258
   36.757711   -0.000007   -0.000005    0.000008   -0.004585    0.011259    0.012156   -0.075795   -0.064936    0.099808
   36.759850   -0.000000   -0.000000    0.000000   -0.000001    0.000001    0.000001    0.000000   -0.000005    0.000005
   36.759863   -0.000000   -0.000000    0.000000    0.000015   -0.000006    0.000016    0.000001   -0.000001    0.000002
   36.759881   -0.000001   -0.000000    0.000001    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.764050    0.000000    0.000001    0.000001    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.764126    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.771987   -0.000004    0.000003    0.000005   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.773700   -0.000000    0.000000    0.000000   -0.000000    0.000002    0.000002    0.000001    0.000002    0.000002
   36.773701   -0.000005   -0.000000    0.000005    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.773703    0.000000   -0.000000    0.000000   -0.000001   -0.000001    0.000002   -0.000002    0.000000    0.000002
   36.775191   -0.000000   -0.000000    0.000000    0.000005   -0.000010    0.000011   -0.000000    0.000033    0.000033
   36.775212   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.775216   -0.000000   -0.000000    0.000000    0.000027   -0.000010    0.000029    0.000007   -0.000007    0.000010
   36.778461    0.000000   -0.000000    0.000000    0.000045   -0.000184    0.000190    0.000023    0.000046    0.000052
   36.778495    0.000361    0.000422    0.000555   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.778512   -0.000000   -0.000000    0.000000    0.000015   -0.000051    0.000053   -0.000054   -0.000118    0.000129
   36.783431    0.000000   -0.000000    0.000000   -0.000004   -0.000001    0.000004    0.000012   -0.000004    0.000013
   36.783455    0.000006    0.000001    0.000006    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.783466   -0.000000   -0.000000    0.000000    0.000002    0.000011    0.000011    0.000000   -0.000000    0.000000
   36.785910    0.108420    0.077180    0.133085   -0.000007   -0.000005    0.000008    0.000004    0.000003    0.000005
   36.785943   -0.000007   -0.000004    0.000008   -0.121195   -0.055643    0.133358    0.000031    0.000210    0.000213
   36.786012    0.000004    0.000004    0.000005   -0.000207    0.000043    0.000212   -0.095941   -0.092623    0.133355
   36.787221    0.000001    0.000001    0.000001    0.001261    0.000777    0.001481    0.000021   -0.000012    0.000024
   36.787243    0.001254    0.001410    0.001886   -0.000000   -0.000000    0.000000   -0.000000   -0.000001    0.000001
   36.787252   -0.000001    0.000000    0.000002    0.000059    0.000025    0.000064    0.000633   -0.000154    0.000651
   36.788126   -0.000003    0.000001    0.000003    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.788162    0.000001    0.000003    0.000003    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.789902    0.000005    0.000015    0.000015   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.790333   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.834063    0.000000   -0.000000    0.000000   -0.000143    0.000115    0.000183    0.000001    0.000048    0.000048
   36.834073   -0.000000   -0.000000    0.000000    0.000053    0.000017    0.000055    0.000063    0.000015    0.000064
   36.834453    0.000039    0.000076    0.000086   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.851451   -0.000010    0.000004    0.000011   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.851585    0.000001   -0.000010    0.000010    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.858486    0.000000   -0.000000    0.000000   -0.000001    0.000002    0.000002   -0.000023    0.000134    0.000135
   36.858535   -0.000000    0.000000    0.000000    0.000067   -0.000175    0.000187   -0.000000   -0.000002    0.000002
   36.858586    0.000006    0.000031    0.000031   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   36.885982   -0.000000    0.000000    0.000000   -0.000005    0.000001    0.000005    0.000008   -0.000010    0.000013
   36.885989   -0.000000    0.000000    0.000000   -0.000032   -0.000032    0.000045   -0.000006   -0.000003    0.000007
   36.886123   -0.000004    0.000002    0.000004    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.892952    0.000002    0.000003    0.000004   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.893422   -0.000000    0.000000    0.000000    0.000147    0.000064    0.000160    0.000059   -0.000021    0.000062
   36.893428    0.000000    0.000000    0.000000   -0.000112   -0.000008    0.000112   -0.000025   -0.000019    0.000031
   36.894373   -0.000001   -0.000000    0.000001    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.894505   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.897473    0.234571    0.031735    0.236708   -0.000024   -0.000005    0.000025   -0.000007   -0.000001    0.000007
   36.897663   -0.000015   -0.000019    0.000024   -0.135253   -0.197932    0.239730   -0.014349    0.010760    0.017935
   36.897683    0.000004   -0.000006    0.000007   -0.010670   -0.014309    0.017849    0.184263   -0.152934    0.239461
   36.921552   -0.000000   -0.000000    0.000000    0.000494    0.000488    0.000694    0.000260    0.000008    0.000260
   36.921642    0.000000    0.000000    0.000000    0.000242    0.000246    0.000345   -0.001167   -0.000059    0.001169
   36.921766    0.000010   -0.000013    0.000016   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   36.924688   -0.000003    0.000001    0.000003    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000001
   36.925336   -0.000006   -0.000007    0.000009    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.930329   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.930737   -0.114906    0.221399    0.249441    0.000138   -0.000243    0.000280   -0.000007   -0.000040    0.000041
   36.930748    0.000254    0.000124    0.000282    0.216717    0.116345    0.245973    0.041068   -0.010903    0.042491
   36.930791    0.000006    0.000006    0.000008    0.036380    0.021564    0.042291   -0.239714    0.052871    0.245475
   36.933687    0.000000    0.000000    0.000000   -0.000035    0.000023    0.000041    0.000033   -0.000077    0.000083
   36.933721    0.000000    0.000000    0.000000   -0.000073    0.000029    0.000079   -0.000023    0.000030    0.000038
   36.933798    0.000002   -0.000001    0.000002   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.940137   -0.000000   -0.000000    0.000000    0.000070    0.000069    0.000099    0.000016    0.000004    0.000016
   36.940163    0.000000   -0.000000    0.000000   -0.000016   -0.000009    0.000018    0.000137   -0.000009    0.000137
   36.940205   -0.000082   -0.000035    0.000089    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.944648   -0.000001    0.000001    0.000002    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.947036    0.000000   -0.000001    0.000001    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.947058    0.000000   -0.000000    0.000000   -0.000002   -0.000005    0.000005    0.000029    0.000014    0.000032
   36.947099   -0.000000   -0.000000    0.000000   -0.000022   -0.000026    0.000034   -0.000005   -0.000001    0.000005
   36.947725    0.000000    0.000000    0.000001   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.947953   -0.000000   -0.000000    0.000000    0.000002   -0.000002    0.000002   -0.000005    0.000013    0.000014
   36.947968   -0.000000    0.000000    0.000000    0.000017   -0.000008    0.000019    0.000002   -0.000002    0.000002
   36.958253   -0.000000   -0.000000    0.000001   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.958294   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.967032   -0.000001   -0.000004    0.000004    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   36.975947    0.000000   -0.000000    0.000000   -0.000024    0.000020    0.000031   -0.000005    0.000016    0.000017
   36.975967   -0.000000   -0.000000    0.000000    0.000014   -0.000011    0.000017   -0.000011    0.000029    0.000031
   36.976097    0.000004   -0.000002    0.000005   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   36.977136   -0.000000   -0.000000    0.000000   -0.000010    0.000010    0.000014    0.000082    0.000348    0.000358
   36.977146    0.000000    0.000000    0.000000   -0.000244   -0.000132    0.000278   -0.000015   -0.000004    0.000015
   36.977199   -0.000061   -0.000132    0.000145    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.979064   -0.000001    0.000011    0.000011    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.979076    0.000000   -0.000000    0.000000   -0.000012    0.000007    0.000014   -0.000006    0.000011    0.000012
   36.979080   -0.000000   -0.000000    0.000000    0.000011   -0.000004    0.000012   -0.000009    0.000011    0.000014
   36.979552   -0.021440   -0.017041    0.027387    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.980116   -0.000000   -0.000000    0.000001    0.000003    0.000052    0.000052    0.016202    0.020921    0.026461
   36.980150    0.000000   -0.000000    0.000000    0.004043   -0.026187    0.026497    0.000013    0.000033    0.000036
   36.982440    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   36.987411    0.000002    0.000001    0.000002   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.988699   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   36.992071   -0.000004    0.000000    0.000004   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   36.992140    0.000000   -0.000001    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   37.007119   -0.000000   -0.000000    0.000000   -0.000037   -0.000081    0.000089   -0.000045   -0.000031    0.000055
   37.007162   -0.000000    0.000000    0.000000    0.000018    0.000052    0.000055   -0.000069   -0.000057    0.000090
   37.007315   -0.000009    0.000000    0.000009   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   37.025832   -0.000000   -0.000000    0.000000   -0.000007    0.000052    0.000052    0.000014    0.000021    0.000025
   37.025867   -0.000000    0.000000    0.000000    0.000143   -0.000224    0.000266   -0.000006   -0.000048    0.000048
   37.025955   -0.000023   -0.000030    0.000038    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   37.040902    0.000000    0.000000    0.000000   -0.000467   -0.000188    0.000503   -0.000137    0.000054    0.000147
   37.041082    0.000000   -0.000000    0.000000   -0.000314   -0.000136    0.000342    0.001466   -0.000503    0.001550
